WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	원주
A	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	강릉
B	0.0	0.4	1.1	1.5	2.2	2.2	1.2	0.7	1.3	2.3	6.7	23.7	13.0	5.0	3.9	3.5	0.8	69.4	강릉
C	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.4	2.2	14.9	8.5	1.2	0.4	1.3	0.0	29.0	강릉
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	강릉
A	16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1	대전
B	0.0	12.6	19.9	8.6	3.2	1.6	1.1	2.4	4.7	4.7	0.9	1.5	4.2	2.7	2.3	2.2	4.7	77.3	대전
C	0.0	1.2	2.8	0.3	0.0	0.0	0.0	0.3	0.9	0.4	0.0	0.0	0.5	0.0	0.0	0.0	0.1	6.6	대전
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	대전
A	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	세종
B	0.0	4.8	2.4	3.5	5.9	5.1	3.0	1.9	4.4	3.8	1.5	1.3	1.3	2.6	9.3	12.0	7.0	69.8	세종
C	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.3	3.2	3.1	8.1	세종
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	세종
A	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	청주
B	0.0	1.9	5.2	5.8	2.4	0.8	0.8	1.6	3.2	3.8	2.0	1.7	6.3	18.8	18.1	2.8	1.6	77.0	청주
C	0.0	0.0	0.1	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	2.6	0.0	0.0	4.0	청주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	청주
A	16.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.9	서산
B	0.0	5.9	10.8	14.4	8.7	2.4	1.2	0.3	0.7	1.9	4.7	2.2	1.3	1.7	2.2	3.0	4.2	65.5	서산
C	0.0	0.9	0.1	0.8	1.1	0.0	0.0	0.0	0.1	1.2	0.7	1.1	0.1	0.4	1.5	4.6	3.6	16.3	서산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.7	0.0	1.3	서산
A	17.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.7	광주
B	0.0	2.7	18.0	23.4	6.9	0.7	0.1	0.5	0.7	2.3	3.2	5.2	5.4	2.6	2.7	2.0	1.2	77.6	광주
C	0.0	0.0	0.7	1.7	0.5	0.0	0.0	0.0	0.0	0.4	0.0	0.7	0.4	0.1	0.1	0.0	0.0	4.7	광주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	광주
A	14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1	전주
B	0.0	3.4	1.6	2.2	1.7	2.7	9.4	14.0	4.7	1.6	1.2	3.0	3.4	1.7	4.3	9.5	10.8	75.1	전주
C	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.4	1.3	1.1	2.4	1.1	1.2	2.3	10.6	전주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	전주
A	27.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8	순천
B	0.0	0.5	0.4	0.7	1.3	2.6	2.2	0.8	2.8	0.9	1.1	1.2	3.9	12.1	11.2	3.9	0.5	46.1	순천
C	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.1	0.0	0.1	1.3	3.4	13.3	6.6	0.0	25.3	순천
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.0	0.8	순천
A	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	부산
B	0.0	2.2	1.6	6.7	2.3	1.8	2.7	2.9	1.8	2.2	1.5	2.2	5.5	7.9	7.0	6.6	2.3	57.2	부산
C	0.0	0.0	0.0	6.7	1.9	0.3	0.4	0.3	0.0	0.1	0.4	2.7	8.2	8.3	2.9	3.4	1.0	36.7	부산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.2	0.3	0.0	0.0	0.0	1.6	부산
A	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	대구
B	0.0	2.4	1.6	1.2	1.3	2.8	5.1	6.2	1.6	0.3	0.9	1.2	1.6	5.6	9.8	8.9	5.5	56.2	대구
C	0.0	0.0	0.0	0.0	0.0	1.2	1.1	0.5	0.0	0.0	0.0	0.0	0.3	1.5	17.7	8.1	1.3	31.7	대구
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.4	0.0	1.1	대구
A	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	울산
B	0.0	7.3	5.0	1.6	0.8	0.5	1.6	1.3	1.3	0.8	3.0	3.2	1.5	3.9	5.4	13.6	18.5	69.4	울산
C	0.0	0.7	0.7	0.3	1.3	0.3	0.0	0.3	0.0	0.3	1.9	1.3	0.9	0.8	5.5	8.3	3.1	25.7	울산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	경주시
B	0.0	3.1	2.0	1.2	1.2	0.9	1.2	1.5	6.0	12.1	8.3	3.0	2.3	3.4	2.6	3.4	2.7	54.8	경주시
C	0.0	2.8	1.1	0.5	0.3	0.0	0.1	0.1	0.3	0.5	0.7	1.3	2.0	2.3	8.5	14.4	4.8	39.8	경주시
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.3	1.1	0.1	2.7	경주시
A	17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5	창원
B	0.0	9.1	7.0	12.0	4.0	1.5	1.5	1.9	2.3	2.7	3.1	3.6	4.3	6.7	5.6	3.9	6.6	75.8	창원
C	0.0	0.1	0.3	4.3	0.1	0.0	0.0	0.1	0.4	0.0	0.0	0.0	0.0	0.4	0.5	0.3	0.1	6.7	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	제주
B	0.0	3.0	4.0	1.5	2.3	2.0	1.5	1.7	6.3	7.8	3.6	1.6	2.3	1.3	2.4	1.6	1.2	44.2	제주
C	0.0	6.3	1.5	1.3	4.8	0.4	0.0	0.0	0.0	0.1	1.9	3.1	2.7	2.3	6.9	13.0	6.6	50.9	제주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.8	3.0	0.4	4.3	제주
