WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
B	0.0	4.4	2.2	3.1	11.3	8.1	2.0	2.3	3.9	4.2	2.6	1.9	1.6	2.7	10.8	11.6	6.2	78.6	세종
C	0.0	0.0	0.0	0.0	1.2	0.8	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.5	1.1	0.9	4.8	세종
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	세종
A	13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	청주
B	0.0	1.7	3.5	3.0	1.5	2.2	3.0	3.9	6.0	4.6	2.3	2.8	9.7	19.9	16.3	2.6	1.2	84.0	청주
C	0.0	0.0	0.1	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.5	0.8	0.0	0.0	2.8	청주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	청주
A	14.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9	서산
B	0.0	5.6	8.2	9.0	4.4	0.9	1.3	3.1	1.5	3.2	4.3	4.8	3.9	2.8	3.8	4.4	4.8	66.3	서산
C	0.0	0.8	0.0	0.5	1.3	0.3	0.0	0.3	0.1	1.3	2.4	3.2	2.0	0.3	0.9	3.6	1.3	18.5	서산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3	서산
A	10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3	광주
B	0.0	3.5	10.5	11.2	2.7	0.5	0.3	0.4	1.5	4.2	6.2	10.5	14.1	6.2	5.6	3.1	3.4	83.7	광주
C	0.0	0.0	0.3	0.8	0.0	0.0	0.0	0.0	0.1	1.7	0.9	0.8	0.8	0.0	0.1	0.3	0.0	5.9	광주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	광주
A	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1	전주
B	0.0	2.8	2.6	2.2	1.2	2.2	6.5	11.4	2.8	1.6	2.4	8.7	7.7	9.3	6.0	7.8	7.5	82.7	전주
C	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.5	0.4	0.0	0.0	1.6	1.7	3.0	1.3	0.3	0.3	10.2	전주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	전주
A	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	순천
B	0.0	0.1	0.1	0.9	1.7	3.6	5.2	4.7	5.1	4.8	1.9	2.0	3.5	7.0	7.9	3.4	1.1	53.2	순천
C	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.9	2.0	0.4	0.0	1.9	3.0	11.8	3.5	0.0	24.6	순천
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	순천
A	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	부산
B	0.0	0.3	3.9	15.7	5.1	3.5	3.4	1.2	1.2	1.3	1.6	2.3	2.3	2.8	2.8	2.2	1.1	50.7	부산
C	0.0	0.0	0.3	14.9	5.2	1.1	1.2	0.0	1.1	1.9	5.1	4.0	4.7	3.0	0.9	1.3	0.0	44.8	부산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.0	0.1	0.1	0.0	0.0	0.0	0.9	부산
A	6.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	대구
B	0.0	2.0	1.1	1.6	2.7	3.1	9.4	13.7	4.2	1.1	0.4	1.3	2.0	4.4	7.7	5.1	6.9	66.7	대구
C	0.0	0.0	0.0	0.0	0.0	1.5	9.5	2.2	0.1	0.0	0.0	0.0	0.0	1.6	7.3	3.8	0.3	26.2	대구
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.3	대구
A	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	울산
B	0.0	11.7	5.9	1.7	2.6	2.8	2.6	3.5	3.4	1.7	3.4	2.3	1.2	2.8	3.1	9.7	14.7	73.0	울산
C	0.0	1.2	1.7	0.1	1.7	2.8	0.4	0.0	0.8	2.4	1.6	0.4	0.4	0.3	2.0	2.0	5.0	23.0	울산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	경주시
B	0.0	5.0	2.3	3.5	2.3	1.2	1.7	3.6	5.6	15.3	6.9	3.2	2.2	1.7	3.5	3.2	3.1	64.4	경주시
C	0.0	2.3	5.1	1.9	1.9	0.1	0.3	1.3	0.4	2.4	0.9	0.8	1.1	2.4	6.0	4.6	0.5	32.1	경주시
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	경주시
A	11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	창원
B	0.0	7.8	8.6	11.2	2.4	2.8	2.7	3.5	4.7	6.6	4.3	3.9	4.7	5.9	4.4	2.8	4.0	80.4	창원
C	0.0	0.0	0.7	2.0	0.5	0.1	0.1	1.5	1.2	1.3	0.3	0.3	0.0	0.0	0.0	0.0	0.0	8.1	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	제주
B	0.0	3.8	5.2	1.9	4.7	4.0	2.4	1.5	5.6	8.5	4.0	3.0	2.7	4.3	3.1	3.2	2.7	60.6	제주
C	0.0	1.6	2.7	6.3	6.5	2.2	0.7	0.1	0.5	0.0	0.5	0.7	2.6	4.0	3.2	5.6	1.9	39.1	제주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	제주
