WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
B	0.0	0.9	2.6	3.2	8.3	3.1	2.7	1.3	1.6	3.2	8.2	19.1	6.3	1.6	2.2	4.6	1.5	70.4	강릉
C	0.0	0.1	0.3	0.3	0.4	1.2	1.5	0.1	0.0	0.0	2.6	11.8	5.2	1.1	0.8	1.3	0.5	27.3	강릉
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.4	강릉
A	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	대전
B	0.0	1.5	2.7	2.6	3.1	2.6	2.8	8.7	7.3	4.3	4.4	10.2	13.2	13.2	4.4	2.6	0.7	84.1	대전
C	0.0	0.0	0.0	0.3	0.0	0.0	0.3	1.3	0.1	0.1	0.0	1.3	2.8	1.1	0.0	0.0	0.0	7.4	대전
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	대전
A	13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4	세종
B	0.0	3.1	1.6	2.0	5.1	5.0	1.6	1.9	3.5	5.5	3.2	2.6	3.5	5.0	16.3	12.8	7.1	79.7	세종
C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.0	0.0	0.0	2.0	2.2	1.7	6.9	세종
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	세종
A	10.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8	청주
B	0.0	0.9	1.1	1.7	0.4	0.9	0.8	2.3	5.4	3.1	2.8	2.2	10.9	22.2	22.7	5.0	0.7	83.1	청주
C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.3	3.2	0.1	0.0	6.2	청주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	청주
A	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	서산
B	0.0	3.8	2.4	5.2	4.0	2.2	0.9	0.5	2.0	4.3	4.3	3.0	3.4	3.5	2.7	4.7	4.4	51.3	서산
C	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	5.6	3.6	0.7	1.5	6.0	8.5	3.0	31.9	서산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.0	0.0	0.8	서산
A	16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1	광주
B	0.0	6.0	12.1	9.5	1.5	0.5	0.0	0.0	1.5	2.2	5.0	5.5	10.2	5.2	4.6	6.3	4.8	75.0	광주
C	0.0	0.1	1.2	0.9	0.0	0.0	0.0	0.0	0.3	0.3	1.3	1.6	2.0	0.1	0.3	0.7	0.0	8.9	광주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	광주
A	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	전주
B	0.0	1.1	1.1	0.7	0.9	1.7	6.9	12.1	4.2	2.4	2.2	7.1	8.6	10.6	6.2	6.3	6.5	78.5	전주
C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.5	1.9	9.1	2.6	0.1	0.1	15.5	전주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	전주
A	20.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8	순천
B	0.0	0.5	0.7	1.1	2.4	3.4	3.5	3.9	3.6	3.8	1.3	0.8	3.0	6.7	7.4	3.9	0.5	46.5	순천
C	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.0	1.9	1.2	0.0	0.0	0.7	5.2	16.7	5.9	0.1	32.1	순천
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.0	0.0	0.5	순천
A	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	부산
B	0.0	0.9	1.6	17.3	5.3	4.9	1.2	0.8	0.7	1.4	1.8	1.8	2.8	3.7	3.8	2.3	1.8	52.0	부산
C	0.0	0.1	0.1	4.1	3.0	2.7	0.9	0.0	0.0	1.5	4.7	4.6	8.7	8.5	2.4	1.8	0.7	43.9	부산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.5	0.5	0.0	0.0	0.0	2.6	부산
A	7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	대구
B	0.0	2.0	2.3	2.3	3.6	3.1	9.1	9.4	2.7	1.3	0.9	0.8	1.9	5.1	6.6	7.0	4.6	62.8	대구
C	0.0	0.0	0.0	0.0	0.0	0.8	3.0	1.5	0.1	0.0	0.0	0.1	0.4	4.2	15.1	3.4	0.3	28.8	대구
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.0	0.0	1.1	대구
A	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	울산
B	0.0	8.5	5.4	1.2	3.2	2.7	2.8	5.6	1.9	1.7	4.4	3.0	1.1	2.6	3.8	11.7	14.0	73.5	울산
C	0.0	0.5	0.4	0.1	1.5	1.2	0.5	0.7	0.4	0.4	3.2	0.9	0.3	1.7	3.8	2.8	1.9	20.4	울산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	경주시
B	0.0	3.2	2.2	0.9	1.2	0.5	2.2	3.1	6.5	13.6	7.4	3.0	1.9	2.2	3.8	3.8	2.2	57.4	경주시
C	0.0	1.9	3.8	1.5	0.3	0.0	0.9	1.6	0.0	1.7	1.1	0.8	1.6	2.6	7.0	7.5	2.6	34.8	경주시
D	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.3	0.5	0.3	0.0	1.9	경주시
A	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	창원
B	0.0	7.3	6.7	8.9	1.1	1.7	1.7	2.3	5.1	5.1	5.5	5.5	6.7	8.2	4.2	3.0	4.6	77.6	창원
C	0.0	0.0	0.5	2.8	0.0	0.1	0.9	2.2	1.9	2.6	0.4	0.3	0.3	1.1	0.7	0.3	0.0	14.0	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	제주
B	0.0	4.2	3.8	1.2	3.2	3.8	3.9	3.1	7.3	9.1	3.1	2.6	2.6	2.6	2.3	4.3	2.2	59.0	제주
C	0.0	3.4	2.3	6.0	0.4	0.4	0.4	0.0	0.0	0.0	0.4	0.4	1.5	5.5	5.4	11.4	2.2	39.7	제주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.5	0.0	0.7	제주
