WS	ZERO	N	NNE	NE	ENE	E	ESE	SE	SSE	S	SSW	SW	WSW	W	WNW	NW	NNW	SUM	Station
C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.3	0.0	0.0	0.0	1.9	원주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	원주
A	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	강릉
B	0.0	1.0	1.0	2.2	4.7	1.3	1.9	1.0	1.0	2.3	4.7	21.3	12.6	1.9	3.4	2.7	1.6	64.7	강릉
C	0.0	0.6	0.0	0.0	0.1	0.0	0.3	0.0	0.0	0.3	2.0	22.7	6.3	0.3	0.1	1.0	0.3	34.1	강릉
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	강릉
A	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	대전
B	0.0	1.4	2.0	4.0	3.3	1.9	1.7	4.6	6.3	4.3	4.7	10.5	13.4	13.8	6.0	3.3	2.4	83.8	대전
C	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.3	1.9	1.0	0.0	0.0	0.0	3.7	대전
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	대전
A	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	세종
B	0.0	3.3	2.3	3.4	9.1	5.3	2.0	1.6	4.5	3.9	1.7	2.2	2.2	3.4	11.4	11.8	5.5	73.4	세종
C	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.6	2.4	1.1	4.6	세종
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	세종
A	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	청주
B	0.0	1.4	3.7	5.6	2.3	1.0	1.1	2.4	4.7	3.3	2.2	1.6	7.5	16.1	18.8	4.3	1.0	77.2	청주
C	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	1.9	0.0	0.0	2.9	청주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	청주
A	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	서산
B	0.0	4.6	8.0	8.3	6.0	1.4	0.9	0.7	1.1	4.3	4.2	3.0	2.3	3.0	2.9	5.5	4.3	60.6	서산
C	0.0	0.3	0.1	0.7	0.7	0.0	0.0	0.0	0.0	1.0	0.4	1.6	0.4	2.6	3.9	4.9	2.4	19.1	서산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.3	서산
A	16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.2	광주
B	0.0	4.5	11.9	14.4	2.9	0.7	0.4	1.0	1.9	2.4	3.2	4.6	10.5	6.9	7.6	3.9	4.7	81.5	광주
C	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.1	0.4	0.3	0.1	0.3	0.0	0.0	2.3	광주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	광주
A	7.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3	전주
B	0.0	3.4	2.0	1.4	0.9	2.6	8.3	15.5	2.9	1.7	1.0	6.5	4.3	8.3	8.5	7.3	8.0	82.8	전주
C	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.7	0.9	5.3	1.6	0.3	0.9	9.9	전주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	전주
A	17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.2	순천
B	0.0	0.6	0.4	1.7	2.4	4.2	4.3	2.6	2.4	2.3	0.4	1.4	4.9	7.5	10.2	3.4	0.9	49.7	순천
C	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.9	0.3	0.0	0.0	2.7	3.0	18.4	7.3	0.0	32.8	순천
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3	순천
A	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	부산
B	0.0	5.0	3.7	13.1	4.8	3.2	2.3	0.9	1.4	1.3	2.0	2.3	2.0	4.5	3.9	3.9	7.5	61.8	부산
C	0.0	1.4	0.3	3.3	0.4	0.7	0.3	0.0	0.3	0.4	1.0	1.9	5.2	7.8	5.0	1.0	4.6	33.7	부산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.9	0.0	0.0	2.3	부산
A	7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9	대구
B	0.0	2.7	1.7	2.9	1.6	2.2	7.2	7.9	2.4	1.0	0.3	0.6	1.7	7.0	11.9	9.1	5.5	65.7	대구
C	0.0	0.0	0.0	0.0	0.0	0.0	3.4	1.3	0.0	0.0	0.0	0.0	0.0	1.9	13.1	5.5	0.6	25.7	대구
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.0	0.0	0.7	대구
A	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	울산
B	0.0	10.1	3.9	1.3	2.9	2.0	2.2	2.2	1.3	0.6	2.9	2.0	1.1	2.3	5.6	14.7	23.9	78.7	울산
C	0.0	0.4	0.3	0.0	0.3	0.1	0.0	0.9	0.3	0.1	0.3	0.0	0.9	0.6	3.0	5.2	3.9	16.2	울산
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	울산
A	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	경주시
B	0.0	4.0	3.6	2.6	1.6	0.7	1.0	1.9	5.2	12.1	7.8	3.7	2.7	2.3	5.2	5.5	2.3	62.1	경주시
C	0.0	2.7	2.2	0.4	0.4	0.0	0.0	0.0	0.6	0.7	0.3	0.1	0.9	2.7	7.5	10.9	2.4	31.9	경주시
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.0	0.9	경주시
A	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	창원
B	0.0	7.3	9.8	8.5	3.0	1.9	2.3	1.6	2.3	3.6	4.6	4.3	4.5	5.7	6.0	5.0	5.3	75.7	창원
C	0.0	0.0	2.0	4.7	0.0	0.0	0.0	0.3	0.7	0.3	0.0	0.0	0.0	0.1	1.1	0.4	0.0	9.8	창원
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	창원
A	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	제주
B	0.0	6.3	3.6	2.0	1.7	3.0	2.2	3.6	8.2	6.2	3.7	2.9	2.6	3.2	3.0	4.9	4.0	61.1	제주
C	0.0	2.7	1.6	0.9	1.3	0.9	0.9	0.0	0.0	0.1	0.4	0.1	3.2	3.2	6.2	7.2	4.6	33.2	제주
D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.1	0.0	0.9	3.6	0.0	5.2	제주
